wave,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
4,b'male',39.0,28.0,11,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',10.0,10.0,20.0,20.0,20.0,20.0,7.0,6.0,6.0,4.0,6.0,3.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.22,5.0,5.0,10.0,2.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,25.0,14,b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'Social Work',20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,7.0,7.0,8.0,6.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.2,5.0,5.0,10.0,4.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,35.0,4,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'Social Work',10.0,32.0,20.0,12.0,11.0,15.0,5.0,6.0,7.0,4.0,5.0,4.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.26,5.0,5.0,10.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,32.0,7,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'Social Work',30.0,30.0,30.0,5.0,0.0,5.0,5.0,8.0,5.0,2.0,2.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.45,5.0,5.0,10.0,4.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,30.0,9,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',20.0,25.0,15.0,15.0,15.0,10.0,8.0,8.0,8.0,1.0,1.0,1.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.07,5.0,5.0,10.0,4.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,22.0,17,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',15.0,20.0,20.0,20.0,5.0,20.0,7.0,8.0,7.0,5.0,5.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,,10.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.13,5.0,5.0,10.0,4.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,23.0,16,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',15.0,15.0,20.0,15.0,15.0,20.0,2.0,8.0,8.0,5.0,9.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,10.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.67,5.0,5.0,10.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,23.0,16,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',15.0,15.0,20.0,15.0,20.0,15.0,3.0,10.0,10.0,3.0,10.0,10.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,,10.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.43,5.0,5.0,10.0,4.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,27.0,12,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',25.0,15.0,20.0,20.0,20.0,0.0,6.0,9.0,7.0,6.0,7.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.0,5.0,5.0,9.0,2.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,23.0,16,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'Social Work',15.0,21.0,18.0,18.0,10.0,18.0,6.0,6.0,6.0,5.0,4.0,3.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,10.0,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.26,5.0,5.0,10.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,25.0,14,b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'Social Work',15.0,3.0,50.0,20.0,2.0,10.0,6.0,9.0,8.0,5.0,8.0,3.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.11,5.0,5.0,10.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',39.0,29.0,10,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,3.0,8.0,6.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,0.41,5.0,5.0,10.0,3.0,0.0,b'1',b'1',b'1'
4,b'male',39.0,29.0,10,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Social Work',14.0,20.0,18.0,24.0,18.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,,,,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,-0.16,5.0,5.0,10.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',28.0,34.0,6,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',10.0,10.0,30.0,20.0,10.0,20.0,6.0,8.0,8.0,6.0,8.0,,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,7.0,8.0,5.0,7.0,3.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.71,8.0,10.0,6.0,9.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,22.0,6,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',15.0,20.0,20.0,20.0,15.0,10.0,10.0,7.0,8.0,7.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.55,8.0,10.0,8.0,9.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,23.0,5,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'Law',10.0,25.0,20.0,10.0,20.0,15.0,7.0,9.0,9.0,9.0,,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.43,8.0,10.0,5.0,5.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,26.0,2,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'Law',10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.9,8.0,10.0,8.0,9.0,0.0,b'1',b'0',b'0'
4,b'male',28.0,27.0,1,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'Law',10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,8.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,4.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.14,8.0,10.0,6.0,6.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,28.0,0,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',10.0,10.0,20.0,20.0,20.0,20.0,8.0,8.0,8.0,7.0,9.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.61,8.0,10.0,9.0,9.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,25.0,3,b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'Law',20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,8.0,7.0,4.0,3.0,2.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.66,8.0,10.0,8.0,8.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,35.0,7,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'Law',10.0,32.0,20.0,12.0,11.0,15.0,8.0,7.0,8.0,8.0,8.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.79,8.0,10.0,9.0,9.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,32.0,4,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'Law',30.0,30.0,30.0,5.0,0.0,5.0,7.0,5.0,6.0,7.0,5.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.67,8.0,10.0,7.0,7.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,30.0,2,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',20.0,25.0,15.0,15.0,15.0,10.0,8.0,7.0,7.0,6.0,6.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,7.0,9.0,5.0,4.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.5,8.0,10.0,6.0,6.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,22.0,6,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,7.0,4.0,8.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.8,8.0,10.0,6.0,8.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,23.0,5,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',15.0,15.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,7.0,8.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.24,8.0,10.0,8.0,9.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,23.0,5,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',15.0,15.0,20.0,15.0,20.0,15.0,8.0,10.0,10.0,8.0,10.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,5.0,4.0,5.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.08,8.0,10.0,6.0,9.0,0.0,b'0',b'1',b'0'
4,b'male',28.0,27.0,1,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',25.0,15.0,20.0,20.0,20.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.64,8.0,10.0,9.0,9.0,1.0,b'1',b'1',b'1'
4,b'male',28.0,23.0,5,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'Law',15.0,21.0,18.0,18.0,10.0,18.0,7.0,8.0,7.0,6.0,5.0,4.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,8.0,8.0,6.0,5.0,0.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.02,8.0,10.0,5.0,6.0,,b'0',b'1',b'0'
4,b'male',28.0,25.0,3,b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'Law',15.0,3.0,50.0,20.0,2.0,10.0,8.0,7.0,8.0,8.0,8.0,,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.6,8.0,10.0,9.0,9.0,1.0,b'1',b'1',b'1'
4,b'male',28.0,29.0,1,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,5.0,7.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.59,8.0,10.0,8.0,9.0,0.0,b'1',b'1',b'1'
4,b'male',28.0,29.0,1,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'Law',14.0,20.0,18.0,24.0,18.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,7.0,5.0,9.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.37,8.0,10.0,8.0,9.0,,b'0',b'1',b'0'
4,b'male',30.0,34.0,4,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',10.0,10.0,30.0,20.0,10.0,20.0,1.0,10.0,,,,,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,4.0,7.0,8.0,7.0,7.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.51,5.0,4.0,5.0,5.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,22.0,8,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',15.0,20.0,20.0,20.0,15.0,10.0,4.0,6.0,6.0,4.0,,,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.45,5.0,4.0,5.0,4.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,23.0,7,b'Other',b'Latino/Hispanic American',b'0',8.0,9.0,b'Business',10.0,25.0,20.0,10.0,20.0,15.0,2.0,9.0,9.0,4.0,,,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.38,5.0,4.0,7.0,6.0,0.0,b'1',b'0',b'0'
4,b'male',30.0,26.0,4,b'Other',b'Asian/Pacific Islander/Asian-American',b'0',8.0,9.0,b'Business',10.0,20.0,15.0,20.0,20.0,15.0,4.0,6.0,6.0,6.0,6.0,4.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,4.0,8.0,8.0,8.0,6.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.56,5.0,4.0,6.0,4.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,27.0,3,b'Other',b'Asian/Pacific Islander/Asian-American',b'0',8.0,9.0,b'Business',10.0,20.0,20.0,10.0,20.0,20.0,6.0,8.0,8.0,7.0,8.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,9.0,8.0,7.0,8.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,4.0,6.0,2.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,28.0,2,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',10.0,10.0,20.0,20.0,20.0,20.0,3.0,8.0,8.0,6.0,7.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.65,5.0,4.0,8.0,3.0,0.0,b'1',b'0',b'0'
4,b'male',30.0,25.0,5,b'Other',b'Other',b'1',8.0,9.0,b'Business',20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,10.0,9.0,10.0,8.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.43,5.0,4.0,7.0,5.0,0.0,b'0',b'1',b'0'
4,b'male',30.0,35.0,5,b'Other',b'Latino/Hispanic American',b'0',8.0,9.0,b'Business',10.0,32.0,20.0,12.0,11.0,15.0,4.0,8.0,7.0,4.0,5.0,3.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,5.0,9.0,8.0,8.0,8.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.58,5.0,4.0,6.0,8.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,32.0,2,b'Other',b'Latino/Hispanic American',b'0',8.0,9.0,b'Business',30.0,30.0,30.0,5.0,0.0,5.0,2.0,5.0,7.0,4.0,7.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,5.0,8.0,9.0,8.0,7.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.62,5.0,4.0,6.0,6.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,30.0,0,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',20.0,25.0,15.0,15.0,15.0,10.0,5.0,8.0,8.0,5.0,8.0,3.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,9.0,9.0,9.0,7.0,9.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.32,5.0,4.0,8.0,8.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,22.0,8,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,10.0,9.0,9.0,7.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.32,5.0,4.0,8.0,3.0,0.0,b'1',b'1',b'1'
4,b'male',30.0,23.0,7,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',15.0,15.0,20.0,15.0,15.0,20.0,3.0,10.0,9.0,5.0,9.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,8.0,8.0,8.0,6.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.38,5.0,4.0,6.0,9.0,0.0,b'1',b'0',b'0'
4,b'male',30.0,23.0,7,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',15.0,15.0,20.0,15.0,20.0,15.0,4.0,10.0,10.0,6.0,10.0,9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,4.0,8.0,5.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,27.0,3,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',25.0,15.0,20.0,20.0,20.0,0.0,8.0,9.0,10.0,10.0,9.0,9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.13,5.0,4.0,8.0,9.0,1.0,b'0',b'1',b'0'
4,b'male',30.0,23.0,7,b'Other',b'Asian/Pacific Islander/Asian-American',b'0',8.0,9.0,b'Business',15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,8.0,6.0,7.0,4.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,2.0,4.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.31,5.0,4.0,4.0,1.0,0.0,b'0',b'1',b'0'
4,b'male',30.0,25.0,5,b'Other',b'Other',b'1',8.0,9.0,b'Business',15.0,3.0,50.0,20.0,2.0,10.0,6.0,7.0,8.0,7.0,7.0,,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,7.0,9.0,9.0,9.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.43,5.0,4.0,9.0,5.0,0.0,b'1',b'0',b'0'
4,b'male',30.0,29.0,1,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,9.0,4.0,9.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,8.0,7.0,6.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,4.0,6.0,3.0,0.0,b'0',b'0',b'0'
4,b'male',30.0,29.0,1,b'Other',b'European/Caucasian-American',b'0',8.0,9.0,b'Business',14.0,20.0,18.0,24.0,18.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,9.0,10.0,10.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.17,5.0,4.0,8.0,6.0,0.0,b'1',b'1',b'1'
