wave,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,gender_female,gender_male,race_asian/pacific islander/asian-american,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_other,race_nan,race_o_asian/pacific islander/asian-american,race_o_black/african american,race_o_european/caucasian-american,race_o_latino/hispanic american,race_o_other,race_o_nan
7,28.0,28.0,0,0,3.0,3.0,international relations,16.28,20.93,18.6,18.6,13.95,11.63,7.0,7.0,7.0,6.0,6.0,6.0,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,8.0,8.0,4.0,8.0,7.0,4.0,8.0,,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0.32,4.0,5.0,4.0,8.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,28.0,29.0,1,1,3.0,3.0,international relations,19.57,10.87,19.57,19.57,19.57,10.87,8.0,7.0,8.0,6.0,9.0,10.0,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0.52,4.0,5.0,7.0,6.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,27.0,1,1,3.0,3.0,international relations,17.78,17.78,22.22,20.0,15.56,6.67,6.0,4.0,7.0,5.0,6.0,7.0,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,-0.09,4.0,5.0,7.0,,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,22.0,6,1,3.0,3.0,international relations,18.37,18.37,20.41,20.41,16.33,6.12,8.0,8.0,8.0,8.0,7.0,8.0,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,4.0,,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0.15,4.0,5.0,6.0,5.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,23.0,8,1,3.0,3.0,history of religion,19.05,19.05,19.05,19.05,9.52,14.29,10.0,8.0,9.0,7.0,7.0,7.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,5.0,5.0,8.0,6.0,9.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.31,5.0,1.0,5.0,4.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,28.0,3,1,3.0,3.0,history of religion,15.91,20.45,20.45,20.45,11.36,11.36,8.0,9.0,9.0,8.0,8.0,5.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,5.0,8.0,10.0,8.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.23,5.0,1.0,7.0,,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,29.0,2,0,3.0,3.0,history of religion,16.0,18.0,18.0,18.0,14.0,16.0,7.0,10.0,9.0,8.0,8.0,3.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.11,5.0,1.0,7.0,1.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,31.0,22.0,9,1,3.0,3.0,history of religion,16.67,18.75,18.75,18.75,18.75,8.33,8.0,8.0,10.0,8.0,6.0,5.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.2,5.0,1.0,7.0,2.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,27.0,4,0,3.0,3.0,history of religion,15.22,15.22,19.57,17.39,13.04,19.57,6.0,9.0,8.0,5.0,6.0,3.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.46,5.0,1.0,7.0,4.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,31.0,26.0,5,1,3.0,3.0,history of religion,12.0,20.0,20.0,20.0,16.0,12.0,9.0,9.0,9.0,8.0,8.0,5.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,6.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.35,5.0,1.0,7.0,4.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,27.0,4,1,3.0,3.0,history of religion,20.51,23.08,20.51,17.95,2.56,15.38,9.0,10.0,9.0,9.0,,9.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.56,5.0,1.0,7.0,5.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,30.0,1,1,3.0,3.0,history of religion,16.67,12.5,20.83,18.75,12.5,18.75,8.0,10.0,9.0,8.0,8.0,7.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.1,5.0,1.0,7.0,4.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,26.0,5,0,3.0,3.0,history of religion,27.78,19.44,19.44,27.78,2.78,2.78,5.0,7.0,9.0,8.0,9.0,,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,6.0,5.0,6.0,5.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.47,5.0,1.0,5.0,4.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,31.0,23.0,8,1,3.0,3.0,history of religion,18.6,13.95,18.6,16.28,16.28,16.28,7.0,5.0,6.0,7.0,5.0,4.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.39,5.0,1.0,7.0,5.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,23.0,8,0,3.0,3.0,history of religion,11.11,17.78,17.78,17.78,17.78,17.78,8.0,7.0,7.0,7.0,7.0,7.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.4,5.0,1.0,8.0,6.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,31.0,28.0,3,1,3.0,3.0,history of religion,17.78,20.0,17.78,15.56,15.56,13.33,7.0,8.0,9.0,7.0,9.0,8.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.3,5.0,1.0,9.0,5.0,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,28.0,3,0,3.0,3.0,history of religion,16.28,20.93,18.6,18.6,13.95,11.63,6.0,7.0,7.0,7.0,6.0,7.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,5.0,6.0,9.0,6.0,9.0,3.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.15,5.0,1.0,8.0,5.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,31.0,29.0,2,1,3.0,3.0,history of religion,19.57,10.87,19.57,19.57,19.57,10.87,7.0,9.0,9.0,7.0,8.0,5.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,6.0,7.0,9.0,6.0,9.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.46,5.0,1.0,7.0,4.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,27.0,4,1,3.0,3.0,history of religion,17.78,17.78,22.22,20.0,15.56,6.67,4.0,6.0,8.0,4.0,6.0,3.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,6.0,7.0,8.0,7.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.27,5.0,1.0,7.0,4.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,31.0,22.0,9,1,3.0,3.0,history of religion,18.37,18.37,20.41,20.41,16.33,6.12,7.0,7.0,7.0,7.0,7.0,5.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,9.0,8.0,9.0,8.0,6.0,8.0,8.0,8.0,8.0,,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0.39,5.0,1.0,8.0,5.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,23.0,5,1,1.0,2.0,international affairs - economic development,19.05,19.05,19.05,19.05,9.52,14.29,10.0,8.0,8.0,9.0,7.0,6.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.24,3.0,1.0,2.0,3.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,28.0,0,1,1.0,2.0,international affairs - economic development,15.91,20.45,20.45,20.45,11.36,11.36,8.0,8.0,7.0,7.0,7.0,,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,3.0,7.0,7.0,4.0,6.0,5.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.6,3.0,1.0,6.0,4.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,29.0,1,0,1.0,2.0,international affairs - economic development,16.0,18.0,18.0,18.0,14.0,16.0,8.0,8.0,,8.0,7.0,8.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,8.0,6.0,8.0,7.0,7.0,6.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.08,3.0,1.0,6.0,7.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,28.0,22.0,6,1,1.0,2.0,international affairs - economic development,16.67,18.75,18.75,18.75,18.75,8.33,10.0,8.0,8.0,9.0,8.0,5.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,-0.35,3.0,1.0,9.0,8.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,27.0,1,0,1.0,2.0,international affairs - economic development,15.22,15.22,19.57,17.39,13.04,19.57,8.0,7.0,7.0,7.0,6.0,9.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,9.0,8.0,7.0,7.0,6.0,9.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.45,3.0,1.0,8.0,8.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,28.0,26.0,2,1,1.0,2.0,international affairs - economic development,12.0,20.0,20.0,20.0,16.0,12.0,8.0,9.0,8.0,7.0,6.0,5.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.65,3.0,1.0,7.5,6.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,27.0,1,1,1.0,2.0,international affairs - economic development,20.51,23.08,20.51,17.95,2.56,15.38,9.0,9.0,7.0,9.0,,,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,6.0,8.0,8.0,5.0,7.0,8.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.54,3.0,1.0,7.0,7.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,30.0,2,1,1.0,2.0,international affairs - economic development,16.67,12.5,20.83,18.75,12.5,18.75,10.0,9.0,8.0,10.0,7.0,3.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,8.0,5.0,5.0,4.0,6.0,5.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.47,3.0,1.0,4.0,4.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,26.0,2,0,1.0,2.0,international affairs - economic development,27.78,19.44,19.44,27.78,2.78,2.78,8.0,8.0,8.0,8.0,,,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.49,3.0,1.0,5.0,6.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,28.0,23.0,5,1,1.0,2.0,international affairs - economic development,18.6,13.95,18.6,16.28,16.28,16.28,8.0,8.0,5.0,4.0,3.0,4.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,6.0,3.0,6.0,5.0,4.0,7.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.19,3.0,1.0,3.0,3.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,23.0,5,0,1.0,2.0,international affairs - economic development,11.11,17.78,17.78,17.78,17.78,17.78,9.0,8.0,7.0,7.0,8.0,7.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,6.0,3.0,7.0,4.0,5.0,4.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.36,3.0,1.0,4.0,5.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,28.0,28.0,0,1,1.0,2.0,international affairs - economic development,17.78,20.0,17.78,15.56,15.56,13.33,9.0,9.0,9.0,9.0,8.0,7.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,7.0,,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.47,3.0,1.0,7.0,7.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,28.0,0,0,1.0,2.0,international affairs - economic development,16.28,20.93,18.6,18.6,13.95,11.63,8.0,7.0,7.0,8.0,7.0,5.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,3.0,8.0,8.0,3.0,7.0,2.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.67,3.0,1.0,4.0,6.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,28.0,29.0,1,1,1.0,2.0,international affairs - economic development,19.57,10.87,19.57,19.57,19.57,10.87,9.0,9.0,8.0,8.0,7.0,6.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,5.0,7.0,6.0,5.0,7.0,,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.33,3.0,1.0,5.0,6.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,27.0,1,1,1.0,2.0,international affairs - economic development,17.78,17.78,22.22,20.0,15.56,6.67,8.0,7.0,8.0,6.0,8.0,6.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.0,3.0,1.0,7.0,7.0,0.0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,28.0,22.0,6,1,1.0,2.0,international affairs - economic development,18.37,18.37,20.41,20.41,16.33,6.12,9.0,8.0,7.0,8.0,7.0,7.0,14.55,16.36,18.18,18.18,16.36,16.36,9.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,9.0,6.0,10.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,0.09,3.0,1.0,9.0,9.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,23.0,4,0,2.0,3.0,political science,19.05,19.05,19.05,19.05,9.52,14.29,9.0,9.0,8.0,7.0,7.0,6.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,6.0,7.0,7.0,6.0,8.0,6.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.51,5.0,1.0,6.0,6.0,0.0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,28.0,1,0,2.0,3.0,political science,15.91,20.45,20.45,20.45,11.36,11.36,7.0,7.0,7.0,5.0,,3.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,4.0,6.0,5.0,4.0,,,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.58,5.0,1.0,5.0,6.0,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,29.0,2,0,2.0,3.0,political science,16.0,18.0,18.0,18.0,14.0,16.0,7.0,9.0,10.0,6.0,9.0,3.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,6.0,8.0,7.0,7.0,7.0,4.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,-0.01,5.0,1.0,6.0,5.0,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,27.0,22.0,5,0,2.0,3.0,political science,16.67,18.75,18.75,18.75,18.75,8.33,7.0,10.0,9.0,6.0,5.0,2.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,-0.32,5.0,1.0,8.0,7.0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,27.0,0,1,2.0,3.0,political science,15.22,15.22,19.57,17.39,13.04,19.57,6.0,7.0,7.0,5.0,6.0,4.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,5.0,6.0,8.0,7.0,,8.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.65,5.0,1.0,7.0,5.0,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,27.0,26.0,1,0,2.0,3.0,political science,12.0,20.0,20.0,20.0,16.0,12.0,6.0,8.0,8.0,6.0,7.0,5.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.62,5.0,1.0,,,,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,27.0,0,0,2.0,3.0,political science,20.51,23.08,20.51,17.95,2.56,15.38,8.0,9.0,9.0,,,,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,6.0,8.0,8.0,7.0,,9.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.25,5.0,1.0,7.0,7.0,0.0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,30.0,3,0,2.0,3.0,political science,16.67,12.5,20.83,18.75,12.5,18.75,8.0,9.0,10.0,5.0,9.0,5.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.62,5.0,1.0,9.0,6.0,0.0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,27.0,26.0,1,0,2.0,3.0,political science,27.78,19.44,19.44,27.78,2.78,2.78,8.0,8.0,,5.0,,,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,8.0,10.0,8.0,5.0,5.0,6.0,5.0,,7.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,0.28,5.0,1.0,5.0,4.0,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
