age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,gender_female,gender_male,race_asian/pacific islander/asian-american,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_other,race_nan,race_o_asian/pacific islander/asian-american,race_o_black/african american,race_o_european/caucasian-american,race_o_latino/hispanic american,race_o_other,race_o_nan,field_business_&_finance,field_creative_arts,field_education,field_engineering_&_technology,field_healthcare,field_humanities,field_law_&_public policy,field_mathematics_&_statistics,field_natural_&_physical_sciences,field_other,field_social_sciences
23,25,2,0,1,3,15.52,17.24,17.24,17.24,17.24,15.52,9,8,10,8,9,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,7,6,7,6,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,0.34,3,4,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23,26,3,0,1,1,15,15,25,20,5,20,8,8,7,5,5,6,25,15,20,20,10,10,7,9,9,7,10,7,7,7,7,7,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,-0.06,5,10,7,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,23,3,0,1,5,25,20,20,20,5,10,7,6,8,6,8,6,9,17,23,15,14,22,7,10,2,9,8,6,5,5,6,6,3,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,0.19,2,2,3,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,24,6,0,1,1,14,18,20,18,16,14,10,10,10,10,10,10,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,5,6,6,6,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.43,5,3,8,10,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29,30,1,0,6,6,31.58,10.53,15.79,21.05,10.53,10.53,4,6,7,4,6,4,20,20,20,10,10,20,9,10,9,9,8,8,6,7,7,7,8,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,0.38,9,5,7,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,27,4,0,1,4,20,15,25,15,20,5,6,8,6,6,4,4,10,25,20,10,20,15,3,10,3,8,8,9,5,9,9,9,5,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,0.59,7,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,23,0,0,2,4,20,25,25,10,10,10,7,9,10,10,10,10,10,20,20,20,20,10,7,8,9,8,8,7,7,8,8,7,8,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.49,3,1,8,5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,25,0,1,9,2,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,50,0,30,10,0,10,6,6,8,8,6,8,7,7,7,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28,7,3,7,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,30,4,1,1,1,50,10,10,10,5,15,6,5,6,4,5,6,20,10,25,25,10,10,8,7,8,8,7,6,7,7,7,7,6,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,-0.19,5,2,6,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,25,3,1,2,2,27,15,28,10,10,10,8,7,8,7,7,4,25,20,20,25,0,10,8,8,7,7,4,7,9,9,6,5,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.17,4,4,6,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,22,1,0,5,3,15,25,15,20,10,15,8,9,9,8,9,7,50,5,15,20,10,0,7,4,7,9,9,9,8,7,9,6,7,10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6,0.08,7,2,9,9,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,24,5,0,4,3,10,20,20,15,20,15,0,0,0,0,0,0,20,15,20,15,15,15,8,8,7,8,7,9,10,10,9,10,8,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.36,6,8,9,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,24,3,1,1,1,20,10,30,15,15,10,6,7,8,4,10,4,25,10,25,5,10,25,10,7,6,10,10,8,6,7,5,7,8,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,0.64,6,8,8,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,29,6,1,9,6,45,10,10,30,0,5,7,10,7,10,7,8,20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,7,6,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.11,8,10,10,9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,26,3,0,1,1,18,18,20,18,16,10,6,6,6,6,6,5,18.6,13.95,18.6,16.28,16.28,16.28,6,7,7,7,5,3,6,5,8,2,4,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,0.36,3,4,5,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,23,0,0,9,1,55,2,1,40,1,1,10,10,10,10,10,10,28,8,17,22,17,8,9,8,10,7,6,10,10,10,10,10,10,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,0.78,5,4,10,10,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30,26,4,1,5,6,10,30,20,15,15,10,8,8,9,9,9,7,30,3,30,30,3,4,7,7,7,7,7,6,6,6,6,5,5,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,-0.06,7,6,6,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,25,2,0,5,8,50,5,5,5,5,30,7,6,6,5,9,3,15,15,25,15,15,15,7,10,7,9,10,7,8,8,8,6,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.06,7,2,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,22,2,0,4,3,16.07,17.86,17.86,17.86,17.86,12.5,6,8,10,9,10,8,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,5,7,6,5,5,6,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,0.56,7,2,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,22,1,0,1,1,19,18,19,18,14,12,10,10,10,10,10,10,20,20,20,20,10,10,7,8,9,7,8,4,7,8,8,6,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.05,1,2,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,27,3,0,1,4,14.29,18.37,18.37,16.33,18.37,14.29,6,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,6,7,7,6,6,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,0.14,7,3,6,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,24,1,0,8,1,25,15,25,25,15,15,7,6,6,7,6,5,50,10,20,10,10,0,8,2,7,8,8,5,10,7,4,5,7,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,-0.16,2,3,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,30,30,1,1,1,25,20,20,20,0,15,8,8,7,9,6,6,20,20,20,20,5,15,7,8,8,7,7,8,7,9,8,8,7,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5,0.32,6,3,7,8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,22,5,1,1,1,10,10,40,10,15,15,7,6,7,5,7,3,55,10,15,15,5,0,8,8,9,9,8,7,9,9,9,7,6,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.57,7,3,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,30,0,0,4,8,30,20,10,30,0,10,10,10,10,10,10,6,30,20,30,10,0,10,6,8,6,8,8,2,6,7,4,6,2,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,0.41,4,1,5,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,24,3,1,8,8,20,10,20,35,5,10,6,9,8,8,7,8,20,20,20,20,10,10,7,10,6,10,10,4,3,5,8,8,2,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,-0.28,5,2,2,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,24,2,0,9,10,20,20,25,25,5,5,6,6,6,6,6,6,20,20,20,10,20,10,8,8,8,8,5,6,10,8,7,8,6,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.24,1,2,7,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,25,10,0,1,5,15,10,30,10,5,30,7,10,8,7,7,5,10,32,20,12,11,15,5,9,9,5,5,4,8,8,9,6,8,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,0.81,6,0,6,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,25,2,0,9,5,16.67,16.67,16.67,16.67,14.81,18.52,10,9,10,10,9,9,17.31,13.46,17.31,19.23,19.23,13.46,8,8,10,8,9,7,9,10,10,9,7,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6,-0.26,6,3,7,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,22,3,0,10,10,35,40,5,5,7,8,10,7,9,8,7,6,25,20,25,25,5,0,9,10,10,9,10,2,2,6,5,4,4,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0.42,8,2,3,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,31,5,0,3,2,12,25,25,8,15,15,5,5,6,4,6,3,25,20,10,20,15,10,7,8,8,7,7,7,8,9,6,6,4,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,-0.21,6,2,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,27,1,0,5,3,20.51,23.08,20.51,17.95,2.56,15.38,8,7,8,9,7,6,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,6,6,7,7,6,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,0.57,4,2,6,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,22,5,1,9,3,20,5,25,25,5,20,8,8,8,6,6,4,58,5,8,10,7,12,8,9,9,8,8,7,8,8,7,8,7,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,0.62,2,4,7,7,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,25,9,0,5,5,15,10,25,25,10,15,4,4,5,4,5,6,30,20,30,5,5,10,7,7,5,7,9,4,9,4,3,3,3,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,0.53,5,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,30,9,1,1,1,20,25,15,15,15,10,7,6,6,5,6,5,19,24,21,23,5,8,7,9,9,9,6,8,8,7,8,6,8,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,0.56,6,3,7,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,26,3,1,5,5,16.28,16.28,18.6,16.28,16.28,16.28,8,7,7,6,5,5,15.38,17.31,19.23,19.23,11.54,17.31,7,8,9,10,5,6,6,6,6,6,6,8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5,0.66,5,3,6,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,22,22,0,3,3,21,20,19,20,10,10,6,7,7,7,6,6,20,18.18,20,18,10,10.64,7,8,8,8,8,5,9,9,6,5,4,7,4,6,8,7,7,6,3,6,8,6,7,8,7,8,6,4,0.21,6,5,6,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,24,0,0,3,3,5,15,45,25,0,10,3,7,4,2,3,2,20,20,20,20,10,10,7,7,8,8,8,5,6,6,7,6,5,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,0.16,5,5,5,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,34,5,1,1,1,2,60,15,8,5,10,8,7,10,10,7,10,40,10,15,10,10,15,8,7,8,8,9,6,7,6,6,6,6,9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,-0.17,5,1,6,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,23,2,0,1,1,10,25,20,10,20,15,7,9,9,7,9,7,30,15,20,20,0,5,8,7,9,8,6,5,8,8,6,4,6,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,-0.2,5,3,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,27,2,0,10,7,15,25,20,20,0,20,5,6,7,7,8,7,30,10,15,20,15,10,6,10,8,9,10,9,9,9,6,8,7,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,-0.03,5,1,7,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,23,7,0,1,1,40,10,15,20,10,5,1,10,10,6,5,1,60,10,10,10,5,5,5,10,6,6,10,10,10,9,10,10,10,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.04,7,3,10,10,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,0,1,2,3,15,20,20,15,15,15,8,8,9,8,9,7,20,20,20,25,5,10,7,9,8,9,5,6,7,6,5,8,6,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,0.28,6,3,6,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,23,0,1,2,1,23,14,19,16,10,18,8,7,8,7,6,7,20,25,25,30,5,5,6,9,8,8,7,6,7,7,7,7,5,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,0.61,2,2,7,7,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,30,6,1,2,8,25,20,20,20,0,15,3,5,6,6,3,1,10,15,30,20,15,10,6,10,8,10,9,7,8,8,7,9,7,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,0.48,6,3,7,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,25,0,0,1,1,15.52,17.24,17.24,17.24,17.24,15.52,6,7,7,7,7,7,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,10,9,9,9,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,-0.32,10,18,8,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,27,3,0,1,1,6.67,19.05,42.86,9.52,14.29,7.62,7,9,9,7,6,4,10,40,10,20,10,10,6,9,9,8,9,7,7,10,9,9,4,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.76,5,2,8,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,31,4,1,4,6,12,25,25,8,15,15,6,9,9,7,7,8,14,18,17,16,15,20,6,8,9,8,10,8,7,7,8,7,8,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,0.02,5,5,8,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,23,5,1,3,3,19.05,19.05,19.05,19.05,9.52,14.29,9,9,9,8,7,6,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,6,7,7,4,7,6,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,0.19,4,5,5,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,28,1,1,1,1,14.29,16.33,16.33,18.37,18.37,16.33,3,5,7,2,5,2,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,5,6,6,7,3,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.18,4,2,5,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,27,5,0,1,5,20,20,20,25,5,10,6,9,7,7,8,6,20,20,20,10,10,20,7,7,8,8,10,4,8,9,7,8,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.43,5,1,5,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,27,5,1,9,6,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,8,8,20,20,20,20,6.67,13.33,8,8,8,8,8,8,7,4,6,6,4,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,0.34,6,3,8,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,30,2,1,1,1,20,25,15,15,15,10,8,7,7,6,6,5,30,30,20,10,10,0,10,10,10,10,8,5,7,9,5,4,9,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,0.5,8,10,6,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,32,3,1,8,4,15,5,45,10,15,10,6,6,6,4,4,9,30,25,18,18,4,5,7,10,5,7,7,5,7,9,4,8,9,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0.23,5,2,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,26,23,0,8,3,20,18.37,20,18,10,10.64,9,8,8,10,7,9,40,10,15,20,10,5,9,9,9,9,8,8,9,9,9,9,9,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.21,5,0,9,9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,26,3,0,6,9,20,25,20,10,5,20,6,8,6,5,8,6,10,47,16,12,3,12,7,9,8,9,5,4,6,7,5,9,6,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,-0.26,4,5,6,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,27,7,0,1,1,10,15,30,10,15,20,8,5,7,7,7,7,30,10,10,30,10,10,7,7,8,8,8,7,9,10,10,10,9,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,0.11,10,1,9,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,23,2,0,1,3,10,20,20,20,20,10,8,7,7,7,7,7,20,20,20,20,5,15,7,10,10,10,8,7,7,7,7,7,6,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,0.16,6,4,7,6,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,28,2,1,4,6,20,10,20,20,20,0,8,8,8,8,7,10,16,18,18,20,12,16,8,9,10,8,7,9,8,8,7,7,9,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.08,4,6,8,7,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,23,10,0,1,1,25,15,20,20,10,10,6,6,9,6,7,6,25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.41,7,8,7,6,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,26,3,1,1,1,30,25,20,10,10,5,8,9,8,8,8,9,20,20,20,10,10,20,7,8,4,8,8,6,7,7,6,8,6,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,0.71,5,3,7,7,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,21,1,1,7,5,15,15,25,25,15,5,6,9,8,7,7,6,25,40,15,10,5,5,9,10,9,9,9,6,8,9,9,8,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.44,6,1,7,8,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,26,2,0,1,1,20,10,20,30,10,10,8,5,5,6,5,5,50,0,25,10,0,15,10,6,10,10,10,6,6,6,7,6,6,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.35,10,3,6,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,23,2,0,1,5,20,30,20,20,10,0,2,4,8,5,8,5,30,30,40,0,0,0,7,9,4,10,5,8,8,10,6,5,7,2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7,0.24,5,1.5,9,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,24,1,1,1,1,11.36,18.18,22.73,18.18,11.36,18.18,10,9,9,8,7,4,18.6,13.95,18.6,16.28,16.28,16.28,6,7,7,7,5,2,6,6,4,5,5,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,-0.2,3,4,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,25,2,0,2,4,60,20,0,20,0,0,7,7,8,7,7,7,16,16,19,17,14,18,5,4,7,8,6,5,6,7,6,7,7,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,0.49,5,6,6,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,18,2,0,1,4,50,10,20,5,5,10,9,6,8,5,7,4,10,10,35,35,8,2,6,8,8,8,9,5,8,6,2,2,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,-0.31,3,2,4,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,24,6,0,5,6,50,20,10,5,10,5,4,4,5,4,7,2,30,3,30,30,3,4,7,7,7,7,7,5,5,6,5,5,4,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,0.49,7,6,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,29,2,0,1,4,10,47,16,12,3,12,5,9,9,8,7,8,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,9,8,8,6,4,5,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,0.53,5,1,7,6,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,28,8,0,5,5,17,17,17,17,16,16,7,10,9,7,7,7,15,15,15,20,20,15,8,9,6,9,8,8,10,9,10,9,7,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,-0.09,8,5,8,8,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,27,0,0,3,3,40,20,20,10,10,0,6,6,6,7,6,6,10,20,20,20,10,20,8,9,9,9,7,7,9,7,7,9,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,0.03,5,1,5,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,23,1,0,4,1,23,14,19,16,10,18,6,7,7,7,7,6,10,25,25,10,10,20,6,10,9,7,5,6,5,5,5,7,6,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.23,5,4,5,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,26,2,0,1,1,24,16,28,14,8,10,6,9,8,7,9,8,0,25,25,25,25,0,9,9,9,9,10,2,4,5,5,5,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.34,10,2,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,26,4,0,6,6,15,15,15,20,20,15,6,7,7,7,7,6,50,10,10,10,5,15,6,7,6,7,7,6,4,5,6,4,5,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,0.52,7,2,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27,28,1,1,3,5,25,20,20,25,0,10,6,8,8,7,5,6,20,20,15,25,10,10,5,8,7,8,7,7,6,7,6,5,5,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,0.43,5,1,6,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
